"country";"year";"ess_exists";"wid_exists"
"BE";2021;FALSE;TRUE
"BE";2022;FALSE;TRUE
"BE";2023;FALSE;TRUE
"BE";2024;FALSE;TRUE
"BE";9999;TRUE;FALSE
"BG";2003;FALSE;TRUE
"BG";2004;FALSE;TRUE
"BG";2005;FALSE;TRUE
"BG";2006;FALSE;TRUE
"BG";2007;FALSE;TRUE
"BG";2008;FALSE;TRUE
"BG";2009;FALSE;TRUE
"BG";2010;FALSE;TRUE
"BG";2011;FALSE;TRUE
"BG";2012;FALSE;TRUE
"BG";2013;FALSE;TRUE
"BG";2014;FALSE;TRUE
"BG";2015;FALSE;TRUE
"BG";2016;FALSE;TRUE
"BG";2017;FALSE;TRUE
"BG";2018;FALSE;TRUE
"BG";2019;FALSE;TRUE
"BG";2020;FALSE;TRUE
"BG";2021;FALSE;TRUE
"BG";2022;FALSE;TRUE
"BG";2023;FALSE;TRUE
"BG";2024;FALSE;TRUE
"CH";2003;TRUE;TRUE
"CH";2004;TRUE;TRUE
"CH";2005;TRUE;TRUE
"CH";2006;FALSE;TRUE
"CH";2007;FALSE;TRUE
"CH";2008;FALSE;TRUE
"CH";2009;FALSE;TRUE
"CH";2010;FALSE;TRUE
"CH";2011;FALSE;TRUE
"CH";2012;FALSE;TRUE
"CH";2013;FALSE;TRUE
"CH";2014;FALSE;TRUE
"CH";2015;FALSE;TRUE
"CH";2016;FALSE;TRUE
"CH";2017;FALSE;TRUE
"CH";2018;FALSE;TRUE
"CH";2019;FALSE;TRUE
"CH";2020;FALSE;TRUE
"CH";2021;FALSE;TRUE
"CH";2022;FALSE;TRUE
"CH";2023;FALSE;TRUE
"CH";2024;FALSE;TRUE
"CY";2003;FALSE;TRUE
"CY";2004;FALSE;TRUE
"CY";2005;FALSE;TRUE
"CY";2006;FALSE;TRUE
"CY";2007;FALSE;TRUE
"CY";2008;FALSE;TRUE
"CY";2009;FALSE;TRUE
"CY";2010;FALSE;TRUE
"CY";2011;FALSE;TRUE
"CY";2012;FALSE;TRUE
"CY";2013;FALSE;TRUE
"CY";2014;FALSE;TRUE
"CY";2015;FALSE;TRUE
"CY";2016;FALSE;TRUE
"CY";2017;FALSE;TRUE
"CY";2018;FALSE;TRUE
"CY";2019;FALSE;TRUE
"CY";2020;FALSE;TRUE
"CY";2021;FALSE;TRUE
"CY";2022;FALSE;TRUE
"CY";2023;FALSE;TRUE
"CY";2024;FALSE;TRUE
"CZ";2003;TRUE;TRUE
"CZ";2004;TRUE;TRUE
"CZ";2005;FALSE;TRUE
"CZ";2006;FALSE;TRUE
"CZ";2007;FALSE;TRUE
"CZ";2008;FALSE;TRUE
"CZ";2009;FALSE;TRUE
"CZ";2010;FALSE;TRUE
"CZ";2011;FALSE;TRUE
"CZ";2012;FALSE;TRUE
"CZ";2013;FALSE;TRUE
"CZ";2014;FALSE;TRUE
"CZ";2015;FALSE;TRUE
"CZ";2016;FALSE;TRUE
"CZ";2017;FALSE;TRUE
"CZ";2018;FALSE;TRUE
"CZ";2019;FALSE;TRUE
"CZ";2020;FALSE;TRUE
"CZ";2021;FALSE;TRUE
"CZ";2022;FALSE;TRUE
"CZ";2023;FALSE;TRUE
"CZ";2024;FALSE;TRUE
"CZ";9999;TRUE;FALSE
"DE";2003;TRUE;TRUE
"DE";2004;TRUE;TRUE
"DE";2005;TRUE;TRUE
"DE";2006;FALSE;TRUE
"DE";2007;FALSE;TRUE
"DE";2008;FALSE;TRUE
"DE";2009;FALSE;TRUE
"DE";2010;FALSE;TRUE
"DE";2011;FALSE;TRUE
"DE";2012;FALSE;TRUE
"DE";2013;FALSE;TRUE
"DE";2014;FALSE;TRUE
"DE";2015;FALSE;TRUE
"DE";2016;FALSE;TRUE
"DE";2017;FALSE;TRUE
"DE";2018;FALSE;TRUE
"DE";2019;FALSE;TRUE
"DE";2020;FALSE;TRUE
"DE";2021;FALSE;TRUE
"DE";2022;FALSE;TRUE
"DE";2023;FALSE;TRUE
"DE";2024;FALSE;TRUE
"DK";2003;TRUE;TRUE
"DK";2004;TRUE;TRUE
"DK";2005;TRUE;TRUE
"DK";2006;FALSE;TRUE
"DK";2007;FALSE;TRUE
"DK";2008;FALSE;TRUE
"DK";2009;FALSE;TRUE
"DK";2010;FALSE;TRUE
"DK";2011;FALSE;TRUE
"DK";2012;FALSE;TRUE
"DK";2013;FALSE;TRUE
"DK";2014;FALSE;TRUE
"DK";2015;FALSE;TRUE
"DK";2016;FALSE;TRUE
"DK";2017;FALSE;TRUE
"DK";2018;FALSE;TRUE
"DK";2019;FALSE;TRUE
"DK";2020;FALSE;TRUE
"DK";2021;FALSE;TRUE
"DK";2022;FALSE;TRUE
"DK";2023;FALSE;TRUE
"DK";2024;FALSE;TRUE
"DK";9999;TRUE;FALSE
"EE";2003;FALSE;TRUE
"EE";2004;TRUE;TRUE
"EE";2005;TRUE;TRUE
"EE";2006;FALSE;TRUE
"EE";2007;FALSE;TRUE
"EE";2008;FALSE;TRUE
"EE";2009;FALSE;TRUE
"EE";2010;FALSE;TRUE
"EE";2011;FALSE;TRUE
"EE";2012;FALSE;TRUE
"EE";2013;FALSE;TRUE
"EE";2014;FALSE;TRUE
"EE";2015;FALSE;TRUE
"EE";2016;FALSE;TRUE
"EE";2017;FALSE;TRUE
"EE";2018;FALSE;TRUE
"EE";2019;FALSE;TRUE
"EE";2020;FALSE;TRUE
"EE";2021;FALSE;TRUE
"EE";2022;FALSE;TRUE
"EE";2023;FALSE;TRUE
"EE";2024;FALSE;TRUE
"ES";2003;TRUE;TRUE
"ES";2004;TRUE;TRUE
"ES";2005;TRUE;TRUE
"ES";2006;FALSE;TRUE
"ES";2007;FALSE;TRUE
"ES";2008;FALSE;TRUE
"ES";2009;FALSE;TRUE
"ES";2010;FALSE;TRUE
"ES";2011;FALSE;TRUE
"ES";2012;FALSE;TRUE
"ES";2013;FALSE;TRUE
"ES";2014;FALSE;TRUE
"ES";2015;FALSE;TRUE
"ES";2016;FALSE;TRUE
"ES";2017;FALSE;TRUE
"ES";2018;FALSE;TRUE
"ES";2019;FALSE;TRUE
"ES";2020;FALSE;TRUE
"ES";2021;FALSE;TRUE
"ES";2022;FALSE;TRUE
"ES";2023;FALSE;TRUE
"ES";2024;FALSE;TRUE
"FI";2003;FALSE;TRUE
"FI";2004;TRUE;TRUE
"FI";2005;FALSE;TRUE
"FI";2006;FALSE;TRUE
"FI";2007;FALSE;TRUE
"FI";2008;FALSE;TRUE
"FI";2009;FALSE;TRUE
"FI";2010;FALSE;TRUE
"FI";2011;FALSE;TRUE
"FI";2012;FALSE;TRUE
"FI";2013;FALSE;TRUE
"FI";2014;FALSE;TRUE
"FI";2015;FALSE;TRUE
"FI";2016;FALSE;TRUE
"FI";2017;FALSE;TRUE
"FI";2018;FALSE;TRUE
"FI";2019;FALSE;TRUE
"FI";2020;FALSE;TRUE
"FI";2021;FALSE;TRUE
"FI";2022;FALSE;TRUE
"FI";2023;FALSE;TRUE
"FI";2024;FALSE;TRUE
"FR";2003;TRUE;TRUE
"FR";2004;TRUE;TRUE
"FR";2005;TRUE;TRUE
"FR";2006;FALSE;TRUE
"FR";2007;FALSE;TRUE
"FR";2008;FALSE;TRUE
"FR";2009;FALSE;TRUE
"FR";2010;FALSE;TRUE
"FR";2011;FALSE;TRUE
"FR";2012;FALSE;TRUE
"FR";2013;FALSE;TRUE
"FR";2014;FALSE;TRUE
"FR";2015;FALSE;TRUE
"FR";2016;FALSE;TRUE
"FR";2017;FALSE;TRUE
"FR";2018;FALSE;TRUE
"FR";2019;FALSE;TRUE
"FR";2020;FALSE;TRUE
"FR";2021;FALSE;TRUE
"FR";2022;FALSE;TRUE
"FR";2023;FALSE;TRUE
"FR";2024;FALSE;TRUE
"GB";2003;TRUE;TRUE
"GB";2004;TRUE;TRUE
"GB";2005;TRUE;TRUE
"GB";2006;FALSE;TRUE
"GB";2007;FALSE;TRUE
"GB";2008;FALSE;TRUE
"GB";2009;FALSE;TRUE
"GB";2010;FALSE;TRUE
"GB";2011;FALSE;TRUE
"GB";2012;FALSE;TRUE
"GB";2013;FALSE;TRUE
"GB";2014;FALSE;TRUE
"GB";2015;FALSE;TRUE
"GB";2016;FALSE;TRUE
"GB";2017;FALSE;TRUE
"GB";2018;FALSE;TRUE
"GB";2019;FALSE;TRUE
"GB";2020;FALSE;TRUE
"GB";2021;FALSE;TRUE
"GB";2022;FALSE;TRUE
"GB";2023;FALSE;TRUE
"GB";2024;FALSE;TRUE
"GB";9999;TRUE;FALSE
"GR";2003;TRUE;TRUE
"GR";2004;FALSE;TRUE
"GR";2005;TRUE;TRUE
"GR";2006;FALSE;TRUE
"GR";2007;FALSE;TRUE
"GR";2008;FALSE;TRUE
"GR";2009;FALSE;TRUE
"GR";2010;FALSE;TRUE
"GR";2011;FALSE;TRUE
"GR";2012;FALSE;TRUE
"GR";2013;FALSE;TRUE
"GR";2014;FALSE;TRUE
"GR";2015;FALSE;TRUE
"GR";2016;FALSE;TRUE
"GR";2017;FALSE;TRUE
"GR";2018;FALSE;TRUE
"GR";2019;FALSE;TRUE
"GR";2020;FALSE;TRUE
"GR";2021;FALSE;TRUE
"GR";2022;FALSE;TRUE
"GR";2023;FALSE;TRUE
"GR";2024;FALSE;TRUE
"HR";2003;FALSE;TRUE
"HR";2004;FALSE;TRUE
"HR";2005;FALSE;TRUE
"HR";2006;FALSE;TRUE
"HR";2007;FALSE;TRUE
"HR";2008;FALSE;TRUE
"HR";2009;FALSE;TRUE
"HR";2010;FALSE;TRUE
"HR";2011;FALSE;TRUE
"HR";2012;FALSE;TRUE
"HR";2013;FALSE;TRUE
"HR";2014;FALSE;TRUE
"HR";2015;FALSE;TRUE
"HR";2016;FALSE;TRUE
"HR";2017;FALSE;TRUE
"HR";2018;FALSE;TRUE
"HR";2019;FALSE;TRUE
"HR";2020;FALSE;TRUE
"HR";2021;FALSE;TRUE
"HR";2022;FALSE;TRUE
"HR";2023;FALSE;TRUE
"HR";2024;FALSE;TRUE
"HU";2003;FALSE;TRUE
"HU";2004;FALSE;TRUE
"HU";2005;TRUE;TRUE
"HU";2006;FALSE;TRUE
"HU";2007;FALSE;TRUE
"HU";2008;FALSE;TRUE
"HU";2009;FALSE;TRUE
"HU";2010;FALSE;TRUE
"HU";2011;FALSE;TRUE
"HU";2012;FALSE;TRUE
"HU";2013;FALSE;TRUE
"HU";2014;FALSE;TRUE
"HU";2015;FALSE;TRUE
"HU";2016;FALSE;TRUE
"HU";2017;FALSE;TRUE
"HU";2018;FALSE;TRUE
"HU";2019;FALSE;TRUE
"HU";2020;FALSE;TRUE
"HU";2021;FALSE;TRUE
"HU";2022;FALSE;TRUE
"HU";2023;FALSE;TRUE
"HU";2024;FALSE;TRUE
"IE";2003;TRUE;TRUE
"IE";2004;FALSE;TRUE
"IE";2005;TRUE;TRUE
"IE";2006;FALSE;TRUE
"IE";2007;FALSE;TRUE
"IE";2008;FALSE;TRUE
"IE";2009;FALSE;TRUE
"IE";2010;FALSE;TRUE
"IE";2011;FALSE;TRUE
"IE";2012;FALSE;TRUE
"IE";2013;FALSE;TRUE
"IE";2014;FALSE;TRUE
"IE";2015;FALSE;TRUE
"IE";2016;FALSE;TRUE
"IE";2017;FALSE;TRUE
"IE";2018;FALSE;TRUE
"IE";2019;FALSE;TRUE
"IE";2020;FALSE;TRUE
"IE";2021;FALSE;TRUE
"IE";2022;FALSE;TRUE
"IE";2023;FALSE;TRUE
"IE";2024;FALSE;TRUE
"IE";9999;TRUE;FALSE
"IL";2003;TRUE;TRUE
"IL";2004;FALSE;TRUE
"IL";2005;FALSE;TRUE
"IL";2006;FALSE;TRUE
"IL";2007;FALSE;TRUE
"IL";2008;FALSE;TRUE
"IL";2009;FALSE;TRUE
"IL";2010;FALSE;TRUE
"IL";2011;FALSE;TRUE
"IL";2012;FALSE;TRUE
"IL";2013;FALSE;TRUE
"IL";2014;FALSE;TRUE
"IL";2015;FALSE;TRUE
"IL";2016;FALSE;TRUE
"IL";2017;FALSE;TRUE
"IL";2018;FALSE;TRUE
"IL";2019;FALSE;TRUE
"IL";2020;FALSE;TRUE
"IL";2021;FALSE;TRUE
"IL";2022;FALSE;TRUE
"IL";2023;FALSE;TRUE
"IL";2024;FALSE;TRUE
"IL";9999;TRUE;FALSE
"IS";2003;FALSE;TRUE
"IS";2004;FALSE;TRUE
"IS";2005;TRUE;TRUE
"IS";2006;FALSE;TRUE
"IS";2007;FALSE;TRUE
"IS";2008;FALSE;TRUE
"IS";2009;FALSE;TRUE
"IS";2010;FALSE;TRUE
"IS";2011;FALSE;TRUE
"IS";2012;FALSE;TRUE
"IS";2013;FALSE;TRUE
"IS";2014;FALSE;TRUE
"IS";2015;FALSE;TRUE
"IS";2016;FALSE;TRUE
"IS";2017;FALSE;TRUE
"IS";2018;FALSE;TRUE
"IS";2019;FALSE;TRUE
"IS";2020;FALSE;TRUE
"IS";2021;FALSE;TRUE
"IS";2022;FALSE;TRUE
"IS";2023;FALSE;TRUE
"IS";2024;FALSE;TRUE
"IT";2003;TRUE;TRUE
"IT";2004;FALSE;TRUE
"IT";2005;FALSE;TRUE
"IT";2006;FALSE;TRUE
"IT";2007;FALSE;TRUE
"IT";2008;FALSE;TRUE
"IT";2009;FALSE;TRUE
"IT";2010;FALSE;TRUE
"IT";2011;FALSE;TRUE
"IT";2012;FALSE;TRUE
"IT";2013;FALSE;TRUE
"IT";2014;FALSE;TRUE
"IT";2015;FALSE;TRUE
"IT";2016;FALSE;TRUE
"IT";2017;FALSE;TRUE
"IT";2018;FALSE;TRUE
"IT";2019;FALSE;TRUE
"IT";2020;FALSE;TRUE
"IT";2021;FALSE;TRUE
"IT";2022;FALSE;TRUE
"IT";2023;FALSE;TRUE
"IT";2024;FALSE;TRUE
"LT";2003;FALSE;TRUE
"LT";2004;FALSE;TRUE
"LT";2005;FALSE;TRUE
"LT";2006;FALSE;TRUE
"LT";2007;FALSE;TRUE
"LT";2008;FALSE;TRUE
"LT";2009;FALSE;TRUE
"LT";2010;FALSE;TRUE
"LT";2011;FALSE;TRUE
"LT";2012;FALSE;TRUE
"LT";2013;FALSE;TRUE
"LT";2014;FALSE;TRUE
"LT";2015;FALSE;TRUE
"LT";2016;FALSE;TRUE
"LT";2017;FALSE;TRUE
"LT";2018;FALSE;TRUE
"LT";2019;FALSE;TRUE
"LT";2020;FALSE;TRUE
"LT";2021;FALSE;TRUE
"LT";2022;FALSE;TRUE
"LT";2023;FALSE;TRUE
"LT";2024;FALSE;TRUE
"LU";2003;TRUE;TRUE
"LU";2004;TRUE;TRUE
"LU";2005;TRUE;TRUE
"LU";2006;FALSE;TRUE
"LU";2007;FALSE;TRUE
"LU";2008;FALSE;TRUE
"LU";2009;FALSE;TRUE
"LU";2010;FALSE;TRUE
"LU";2011;FALSE;TRUE
"LU";2012;FALSE;TRUE
"LU";2013;FALSE;TRUE
"LU";2014;FALSE;TRUE
"LU";2015;FALSE;TRUE
"LU";2016;FALSE;TRUE
"LU";2017;FALSE;TRUE
"LU";2018;FALSE;TRUE
"LU";2019;FALSE;TRUE
"LU";2020;FALSE;TRUE
"LU";2021;FALSE;TRUE
"LU";2022;FALSE;TRUE
"LU";2023;FALSE;TRUE
"LU";2024;FALSE;TRUE
"LV";2003;FALSE;TRUE
"LV";2004;FALSE;TRUE
"LV";2005;FALSE;TRUE
"LV";2006;FALSE;TRUE
"LV";2007;FALSE;TRUE
"LV";2008;FALSE;TRUE
"LV";2009;FALSE;TRUE
"LV";2010;FALSE;TRUE
"LV";2011;FALSE;TRUE
"LV";2012;FALSE;TRUE
"LV";2013;FALSE;TRUE
"LV";2014;FALSE;TRUE
"LV";2015;FALSE;TRUE
"LV";2016;FALSE;TRUE
"LV";2017;FALSE;TRUE
"LV";2018;FALSE;TRUE
"LV";2019;FALSE;TRUE
"LV";2020;FALSE;TRUE
"LV";2021;FALSE;TRUE
"LV";2022;FALSE;TRUE
"LV";2023;FALSE;TRUE
"LV";2024;FALSE;TRUE
"ME";2003;FALSE;TRUE
"ME";2004;FALSE;TRUE
"ME";2005;FALSE;TRUE
"ME";2006;FALSE;TRUE
"ME";2007;FALSE;TRUE
"ME";2008;FALSE;TRUE
"ME";2009;FALSE;TRUE
"ME";2010;FALSE;TRUE
"ME";2011;FALSE;TRUE
"ME";2012;FALSE;TRUE
"ME";2013;FALSE;TRUE
"ME";2014;FALSE;TRUE
"ME";2015;FALSE;TRUE
"ME";2016;FALSE;TRUE
"ME";2017;FALSE;TRUE
"ME";2018;FALSE;TRUE
"ME";2019;FALSE;TRUE
"ME";2020;FALSE;TRUE
"ME";2021;FALSE;TRUE
"ME";2022;FALSE;TRUE
"ME";2023;FALSE;TRUE
"ME";2024;FALSE;TRUE
"MK";2003;FALSE;TRUE
"MK";2004;FALSE;TRUE
"MK";2005;FALSE;TRUE
"MK";2006;FALSE;TRUE
"MK";2007;FALSE;TRUE
"MK";2008;FALSE;TRUE
"MK";2009;FALSE;TRUE
"MK";2010;FALSE;TRUE
"MK";2011;FALSE;TRUE
"MK";2012;FALSE;TRUE
"MK";2013;FALSE;TRUE
"MK";2014;FALSE;TRUE
"MK";2015;FALSE;TRUE
"MK";2016;FALSE;TRUE
"MK";2017;FALSE;TRUE
"MK";2018;FALSE;TRUE
"MK";2019;FALSE;TRUE
"MK";2020;FALSE;TRUE
"MK";2021;FALSE;TRUE
"MK";2022;FALSE;TRUE
"MK";2023;FALSE;TRUE
"MK";2024;FALSE;TRUE
"NL";2003;TRUE;TRUE
"NL";2004;TRUE;TRUE
"NL";2005;TRUE;TRUE
"NL";2006;FALSE;TRUE
"NL";2007;FALSE;TRUE
"NL";2008;FALSE;TRUE
"NL";2009;FALSE;TRUE
"NL";2010;FALSE;TRUE
"NL";2011;FALSE;TRUE
"NL";2012;FALSE;TRUE
"NL";2013;FALSE;TRUE
"NL";2014;FALSE;TRUE
"NL";2015;FALSE;TRUE
"NL";2016;FALSE;TRUE
"NL";2017;FALSE;TRUE
"NL";2018;FALSE;TRUE
"NL";2019;FALSE;TRUE
"NL";2020;FALSE;TRUE
"NL";2021;FALSE;TRUE
"NL";2022;FALSE;TRUE
"NL";2023;FALSE;TRUE
"NL";2024;FALSE;TRUE
"NO";2003;TRUE;TRUE
"NO";2004;TRUE;TRUE
"NO";2005;TRUE;TRUE
"NO";2006;FALSE;TRUE
"NO";2007;FALSE;TRUE
"NO";2008;FALSE;TRUE
"NO";2009;FALSE;TRUE
"NO";2010;FALSE;TRUE
"NO";2011;FALSE;TRUE
"NO";2012;FALSE;TRUE
"NO";2013;FALSE;TRUE
"NO";2014;FALSE;TRUE
"NO";2015;FALSE;TRUE
"NO";2016;FALSE;TRUE
"NO";2017;FALSE;TRUE
"NO";2018;FALSE;TRUE
"NO";2019;FALSE;TRUE
"NO";2020;FALSE;TRUE
"NO";2021;FALSE;TRUE
"NO";2022;FALSE;TRUE
"NO";2023;FALSE;TRUE
"NO";2024;FALSE;TRUE
"PL";2003;FALSE;TRUE
"PL";2004;TRUE;TRUE
"PL";2005;FALSE;TRUE
"PL";2006;FALSE;TRUE
"PL";2007;FALSE;TRUE
"PL";2008;FALSE;TRUE
"PL";2009;FALSE;TRUE
"PL";2010;FALSE;TRUE
"PL";2011;FALSE;TRUE
"PL";2012;FALSE;TRUE
"PL";2013;FALSE;TRUE
"PL";2014;FALSE;TRUE
"PL";2015;FALSE;TRUE
"PL";2016;FALSE;TRUE
"PL";2017;FALSE;TRUE
"PL";2018;FALSE;TRUE
"PL";2019;FALSE;TRUE
"PL";2020;FALSE;TRUE
"PL";2021;FALSE;TRUE
"PL";2022;FALSE;TRUE
"PL";2023;FALSE;TRUE
"PL";2024;FALSE;TRUE
"PT";2003;TRUE;TRUE
"PT";2004;TRUE;TRUE
"PT";2005;TRUE;TRUE
"PT";2006;FALSE;TRUE
"PT";2007;FALSE;TRUE
"PT";2008;FALSE;TRUE
"PT";2009;FALSE;TRUE
"PT";2010;FALSE;TRUE
"PT";2011;FALSE;TRUE
"PT";2012;FALSE;TRUE
"PT";2013;FALSE;TRUE
"PT";2014;FALSE;TRUE
"PT";2015;FALSE;TRUE
"PT";2016;FALSE;TRUE
"PT";2017;FALSE;TRUE
"PT";2018;FALSE;TRUE
"PT";2019;FALSE;TRUE
"PT";2020;FALSE;TRUE
"PT";2021;FALSE;TRUE
"PT";2022;FALSE;TRUE
"PT";2023;FALSE;TRUE
"PT";2024;FALSE;TRUE
"RO";2003;FALSE;TRUE
"RO";2004;FALSE;TRUE
"RO";2005;FALSE;TRUE
"RO";2006;FALSE;TRUE
"RO";2007;FALSE;TRUE
"RO";2008;FALSE;TRUE
"RO";2009;FALSE;TRUE
"RO";2010;FALSE;TRUE
"RO";2011;FALSE;TRUE
"RO";2012;FALSE;TRUE
"RO";2013;FALSE;TRUE
"RO";2014;FALSE;TRUE
"RO";2015;FALSE;TRUE
"RO";2016;FALSE;TRUE
"RO";2017;FALSE;TRUE
"RO";2018;FALSE;TRUE
"RO";2019;FALSE;TRUE
"RO";2020;FALSE;TRUE
"RO";2021;FALSE;TRUE
"RO";2022;FALSE;TRUE
"RO";2023;FALSE;TRUE
"RO";2024;FALSE;TRUE
"RS";2003;FALSE;TRUE
"RS";2004;FALSE;TRUE
"RS";2005;FALSE;TRUE
"RS";2006;FALSE;TRUE
"RS";2007;FALSE;TRUE
"RS";2008;FALSE;TRUE
"RS";2009;FALSE;TRUE
"RS";2010;FALSE;TRUE
"RS";2011;FALSE;TRUE
"RS";2012;FALSE;TRUE
"RS";2013;FALSE;TRUE
"RS";2014;FALSE;TRUE
"RS";2015;FALSE;TRUE
"RS";2016;FALSE;TRUE
"RS";2017;FALSE;TRUE
"RS";2018;FALSE;TRUE
"RS";2019;FALSE;TRUE
"RS";2020;FALSE;TRUE
"RS";2021;FALSE;TRUE
"RS";2022;FALSE;TRUE
"RS";2023;FALSE;TRUE
"RS";2024;FALSE;TRUE
"RU";2003;FALSE;TRUE
"RU";2004;FALSE;TRUE
"RU";2005;FALSE;TRUE
"RU";2006;FALSE;TRUE
"RU";2007;FALSE;TRUE
"RU";2008;FALSE;TRUE
"RU";2009;FALSE;TRUE
"RU";2010;FALSE;TRUE
"RU";2011;FALSE;TRUE
"RU";2012;FALSE;TRUE
"RU";2013;FALSE;TRUE
"RU";2014;FALSE;TRUE
"RU";2015;FALSE;TRUE
"RU";2016;FALSE;TRUE
"RU";2017;FALSE;TRUE
"RU";2018;FALSE;TRUE
"RU";2019;FALSE;TRUE
"RU";2020;FALSE;TRUE
"RU";2021;FALSE;TRUE
"RU";2022;FALSE;TRUE
"RU";2023;FALSE;TRUE
"RU";2024;FALSE;TRUE
"SE";2003;FALSE;TRUE
"SE";2004;TRUE;TRUE
"SE";2005;TRUE;TRUE
"SE";2006;FALSE;TRUE
"SE";2007;FALSE;TRUE
"SE";2008;FALSE;TRUE
"SE";2009;FALSE;TRUE
"SE";2010;FALSE;TRUE
"SE";2011;FALSE;TRUE
"SE";2012;FALSE;TRUE
"SE";2013;FALSE;TRUE
"SE";2014;FALSE;TRUE
"SE";2015;FALSE;TRUE
"SE";2016;FALSE;TRUE
"SE";2017;FALSE;TRUE
"SE";2018;FALSE;TRUE
"SE";2019;FALSE;TRUE
"SE";2020;FALSE;TRUE
"SE";2021;FALSE;TRUE
"SE";2022;FALSE;TRUE
"SE";2023;FALSE;TRUE
"SE";2024;FALSE;TRUE
"SI";2003;FALSE;TRUE
"SI";2004;TRUE;TRUE
"SI";2005;FALSE;TRUE
"SI";2006;FALSE;TRUE
"SI";2007;FALSE;TRUE
"SI";2008;FALSE;TRUE
"SI";2009;FALSE;TRUE
"SI";2010;FALSE;TRUE
"SI";2011;FALSE;TRUE
"SI";2012;FALSE;TRUE
"SI";2013;FALSE;TRUE
"SI";2014;FALSE;TRUE
"SI";2015;FALSE;TRUE
"SI";2016;FALSE;TRUE
"SI";2017;FALSE;TRUE
"SI";2018;FALSE;TRUE
"SI";2019;FALSE;TRUE
"SI";2020;FALSE;TRUE
"SI";2021;FALSE;TRUE
"SI";2022;FALSE;TRUE
"SI";2023;FALSE;TRUE
"SI";2024;FALSE;TRUE
"SK";2003;FALSE;TRUE
"SK";2004;TRUE;TRUE
"SK";2005;FALSE;TRUE
"SK";2006;FALSE;TRUE
"SK";2007;FALSE;TRUE
"SK";2008;FALSE;TRUE
"SK";2009;FALSE;TRUE
"SK";2010;FALSE;TRUE
"SK";2011;FALSE;TRUE
"SK";2012;FALSE;TRUE
"SK";2013;FALSE;TRUE
"SK";2014;FALSE;TRUE
"SK";2015;FALSE;TRUE
"SK";2016;FALSE;TRUE
"SK";2017;FALSE;TRUE
"SK";2018;FALSE;TRUE
"SK";2019;FALSE;TRUE
"SK";2020;FALSE;TRUE
"SK";2021;FALSE;TRUE
"SK";2022;FALSE;TRUE
"SK";2023;FALSE;TRUE
"SK";2024;FALSE;TRUE
"TR";2003;FALSE;TRUE
"TR";2004;FALSE;TRUE
"TR";2005;TRUE;TRUE
"TR";2006;TRUE;TRUE
"TR";2007;FALSE;TRUE
"TR";2008;FALSE;TRUE
"TR";2009;FALSE;TRUE
"TR";2010;FALSE;TRUE
"TR";2011;FALSE;TRUE
"TR";2012;FALSE;TRUE
"TR";2013;FALSE;TRUE
"TR";2014;FALSE;TRUE
"TR";2015;FALSE;TRUE
"TR";2016;FALSE;TRUE
"TR";2017;FALSE;TRUE
"TR";2018;FALSE;TRUE
"TR";2019;FALSE;TRUE
"TR";2020;FALSE;TRUE
"TR";2021;FALSE;TRUE
"TR";2022;FALSE;TRUE
"TR";2023;FALSE;TRUE
